time,outdoor_temperature,Bedroom_temperature,Bedroom_luminosity,Bedroom_air_quality,Bedroom_occupancy,Living Room_temperature,Living Room_luminosity,Living Room_air_quality,Living Room_occupancy,Kitchen_temperature,Kitchen_luminosity,Kitchen_air_quality,Kitchen_occupancy,Bathroom_temperature,Bathroom_luminosity,Bathroom_air_quality,Bathroom_occupancy,energy_consumption,comfort
2025-02-28 08:10:00,17.607141245869066,22.003662688134867,816.0857404144698,407.4845405471687,1.0,21.8454731430788,812.6536933772338,394.7749019746128,0.0,21.997648127893903,830.0589725642182,406.95224800476825,1.0,21.85980655323659,814.4704533835131,408.5933123965852,1.0,0.008333333333333333,68.6529963030622
2025-02-28 08:20:00,17.607141245869066,21.839487002454632,860.8241272630328,414.450800447279,1.0,21.92975293574246,863.6060925135862,391.396894205584,0.0,21.975911093620685,851.5326282612552,417.36997519477774,1.0,21.562604846858225,850.4592042719812,408.98703486832346,0.0,0.016666666666666666,66.66666666666667
2025-02-28 08:30:00,17.607141245869066,21.607430367113263,945.9246724136958,422.5890391717432,1.0,21.912432682560326,966.107680056445,401.6312874810521,1.0,22.219955177534157,1080.1585365594656,417.3086267668908,1.0,21.343599947027723,968.2266652183597,408.63157062578216,0.0,0.22083333333333333,66.66666666666667
2025-02-28 08:40:00,17.607141245869066,21.57159624820363,1020.1880713141783,430.3528420881912,1.0,21.99082332237231,978.6102546086211,401.8844912767378,0.0,22.38943570868908,1126.8176321448598,410.36200953911896,0.0,21.078145984508872,1002.6109867711434,407.78018747712264,0.0,0.22916666666666666,66.66666666666667
2025-02-28 08:50:00,17.607141245869066,20.96714388131017,1553.1420443126146,431.4412268560888,1.0,22.047859506754428,1052.3264085516003,409.59246269817777,1.0,22.613625982267283,1173.0045737851262,412.08480032193194,1.0,21.143622864307236,1047.6513489037957,400.8989914913152,0.0,0.5208333333333333,66.59365306957817
2025-02-28 09:00:00,17.607141245869066,20.457721900313786,1542.7799867958215,427.5530662902614,1.0,21.97841678663196,1044.1267480528934,409.36964063356976,0.0,22.761283223701366,1171.5399193768192,404.90040130070787,0.0,20.97804846081668,1054.9526740986332,400.90375890700074,0.0,0.5375,63.051479335425235
2025-02-28 09:10:00,17.607141245869066,20.063509492904217,1692.1828406986047,421.34104569582473,0.0,21.905472340720852,1171.4613981934945,406.06217145379924,0.0,22.54947966080732,1180.4801514856406,411.39753620649725,1.0,20.986251768444035,1173.5074173931894,398.8036629372021,0.0,0.3416666666666666,66.66666666666667
2025-02-28 09:20:00,17.607141245869066,19.565976903044586,1697.5607542647238,410.91371474958777,0.0,21.703066553171617,1194.9619412031197,411.086984225057,1.0,22.49128867319937,1193.2070076419204,408.29771711945324,0.0,20.957501423364864,1192.6732502799375,395.95003728899474,0.0,0.3416666666666666,66.66666666666667
2025-02-28 09:30:00,17.607141245869066,19.688251595284154,1136.8870394181988,411.8539881109714,0.0,21.692537510662866,1138.592621668511,413.7991897841656,1.0,22.43713274912725,1115.4885552517278,405.2230498777959,0.0,21.007302413865695,1126.7913207369527,397.1463874834586,0.0,0.049999999999999996,66.66666666666667
2025-02-28 09:40:00,17.607141245869066,19.57469211803818,1220.3199489240217,410.1270711686846,0.0,21.22738161432464,1345.2276010173252,422.074910545387,1.0,22.291005526803687,1200.3467525247313,403.21580205785625,0.0,21.060091049486545,1217.6361622128918,393.74260857008744,0.0,0.2875,66.66666666666667
2025-02-28 09:50:00,17.607141245869066,19.492944480505678,1361.958513911095,420.8015190241703,1.0,20.607573066362765,1492.0540883762098,422.3785092481728,0.0,22.175434872986457,1356.278533533199,402.6950495348774,0.0,21.031922303910697,1361.9531822226143,405.56898355900967,1.0,0.2875,61.64314826835226
